review_id,product_id,review_content,rating,date,helpful_vote,verified_purchase,top_reviewer,title,bought_model,is_anomaly
16,1,"Holy smokes-this thing is awesome!  Here's what you need to know about buying a Kindle:<br />There are 4 kinds:  The expensive one.  Don't buy that one (the battery dies too quickly).  The cheap one.  Don't buy the cheap one, it's not good enough.  This one-it's awesome.  The one above this one-don't buy that one, I forget why.<br /><br />Really important:  Do NOT buy the $30 cover.  Go to Target and buy the very thin cover ($12 or so) that shuts off the Paperweight when you close it.  This cover will let u put the Paperweight in the pocket of your coat or scrubs.  You WANT the thin $12 cover.<br /><br />This part is awesome:  Kindle gives you your own e-mail address!  You can e-mail documents to your e-mail address (ie:  georgewashington@kindle.com) and when you sync they'll be loaded onto your Paperweight!<br /><br />You don't need to buy the charger.  Trust me, you have a charger.  Everyone has a charger.  In another couple of years chargers will be just sitting around everywhere.  Just use any old charger you've got.<br /><br />FREE. BOOKS!  Okay, if you LOVE to read, here's what you can do.  Do a search on Amazon books for 'Books everyone should read'.  Find a book that lists 100 or 200 or 500 of the books everyone should read.  This will be free.  Ya' with me so far?  Get that & download it/open it.  THEN, open up a separate window and in Amazon books, type in the name of the book followed by the word 'free'.  For example, type in 'Tarzan, free', or 'Gulliver's Travels, free', or 'Tom Sawyer, free' and Amazon will give you a list of all the free e-books w/that title!  You get 100's and 100's and 100's and 100's of books FREE!  YIPPEEE!!!<br /><br />The Kindle Paperweight is the one Xmas present everyone should have.  YOU deserve one of these things YES YOU DO!<br /><br />Hot damn the Paperweight is awesome.  One of the best purchases I've ever made.",5,2018-10-05,6.0,True,,I did the research-let me save you a LOT of time and $50:,,
17,1,"I never thought I’d like reading on anything but an actual book in my hands, but my daughter convinced me to try the Kindle Paperwhite E-reader and I love it. It’s small enough to carry in my purse and the cool cover that I purchased separately makes it look like an actual book. No more books to set on a shelf collecting dust. It’s perfect!",5,2018-10-05,,True,,Very Surprised,,
18,1,Great product! Works really good and fast! highly recommended.,5,2018-10-05,,True,,Great!,,
19,1,Great basic Kindle!,5,2018-10-04,,True,,Just need the basics,,
20,1,Really enjoying the upgrade on my Kindle.  I like the book cover that I can see from the screen for finding the book I want to read.  Still getting used to tapping to turn the page as opposed to pushing a button.  All in all I really love it!,4,2018-10-04,,True,,Enjoying my upgrade of KIndle,,
21,1,Fast shipping and excellent product. I primarily got this for my wife but she hasn't really used it yet. I've used it a little and love the built in light for it. Great ereader.,5,2018-07-27,,True,,Another Great Kindle,,
22,1,"I read a lot and I just love my new Kindle especially the back light, perfect for when I read at night.",5,2018-07-27,,True,,The backlight makes it that much more efficient,,
23,1,Love it. Better than I thought. I got a super good deal on Amazon prime day.,5,2018-07-27,,True,,Five Stars,,
24,1,This is my 2nd paperwhite and I love it. I like to read in the dark so as not to disturb anyone and the backlight of the kindle is wonderful for night time reading. It is great for anytime also. The ease of use with tap functions is user friendly. I traded my old paperwhite in and was pleased with that process also.,5,2018-07-27,,True,,Great Product.,,
25,1,Great to be able to read outside without glare from sun making it impossible to see 😎,5,2018-07-27,,True,,Kindle for inside at night and outside in the sun,,
26,1,I love it!! Thanks.,5,2018-07-27,,True,,Five Stars,,
27,1,"I am happy that I upgraded to the Paperwhite E-reader!  The best part is having the light to read anywhere, and it can be adjusted.",5,2018-07-27,,True,,I am happy that I upgraded to the Paperwhite E-reader,,
28,1,I had a regular kindle and was pleased to see how easy the 6” paperwhite is to read.  I like the small size and how thin it is because it makes it much easier to carry in my purse.  I haven’t yet investigated all the features.  I would recommend this e-reader to anyone.,5,2018-07-27,,True,,Ease to read and carry,,
29,1,i like it cause it clears storage in my iPad ( have limited storage) but I do miss the color that iPad provides.<br />Light weight and great size.,4,2018-07-27,,True,,i like it cause it clears storage in my iPad ( ...,,
30,1,"Love the small, lightweight feel of this new Kindle, and the built in light.  I love to read outside and this Kindle, like my very first one, is perfect for that, but now I have the advantage of a built in light for night reading and also a touch screen.  Not sure I'm crazy about the &#34;ads&#34; for books when it turns on/off, but otherwise, I love it.",5,2018-07-27,,True,,Great for reading outdoors!,,
31,1,Gift.,5,2018-05-01,,True,,Five Stars,,
32,1,My fourth kindle. I like the built in light and long battery life.,5,2018-05-01,,True,,I like the built in light and long battery life,,
33,1,I like the brighter background.  Finding my  new books is difficult.  Which ones are unread are not really marked in an easy way to access them.  My first Kindle put them on a list to select and the archive books were in alpha order by author.  This made it easy to see if I already had the book.  I am going to get a new battery for my old one and go back to using it.,3,2018-05-01,,True,,I am not impressed,,
34,1,Love my kindle! Ive always wanted to start reading again but i always saw it inconvenient to bring a book and i like tiny purses so it never worked. Now i can bring book anywhere i go. Love it,5,2018-05-01,,True,,Love my kindle,,
35,1,Replacing standard Kindle which does not have built in light. Much easier than dealing with add on light source. Perfect for reading in low light. One glaring negative is lack of an operation manual. There is a definite learning curve when switching from the standard Kindle and the differences are not intuitive. Finding books in your library is not the same as with the standard Kindle and is really inconvenient. Again a manual would be very useful.When my new paper white powered up the first time the language changed from English to Japanese which created a huge problem. All the settings instructions also switched to Japanese so any directions for changing back to English were useless unless you read Japanese. I finally found an online posting that walked me through steps to switch back to English. Someone at Amazon needs his or her ass kicked for not providing a solution for this possibility. Very poor support from Amazon in this area.,4,2018-04-30,,True,,Works great when set up in English,,
36,1,does not connect to wiifi and an updated software has been downloaded at least 4 times to no avail.  Thing does not work.,1,2018-04-30,,True,,does not connect to wifi...do not buy,,
37,1,This is the best kindle for voracious readers. I go through three or four books a week so having a reader that reduces eyestrain is essential. LOVE it!!!!!!,5,2018-04-30,,True,,"Easy on the eyes, even in direct sunlight!",,
38,1,I are reading now.,5,2018-04-30,,True,,Five Stars,,
39,1,Easy to get started,4,2018-04-30,,True,,What your eedsare,,
40,1,how fast books download,5,2018-04-30,,True,,wow!,,
41,1,Light weight,4,2018-09-12,,True,,Back light,,
42,1,easy to use,5,2018-09-12,,True,,Easy to use,,
43,1,"Love my Paperwhite!! I'm so glad I decided to upgrade. I was very hesitant because I didn't think the battery would last, but I was so wrong. And the ads don't even bother me. I couldn't be happier!!",5,2018-09-12,,True,,I love my Paperwhite and would defend it with my life!,,
44,1,I had a Kindle 3rd generation for about 10 years and it quit working so I had to buy a new one. the thing I don't like about the new one is: I prefer the page turning buttons rather than the swiping motion needed to turn the pages on the new one and the thing I like about the new one is that it works great in the dark.,5,2018-09-12,,True,,The light works great in the dark',,
45,1,Muy buena definición de pantalla. Práctica para llevar a cualquier parte!,5,2018-09-12,,True,,Miles de libros en una sola pantalla,,
46,1,"I like this device far better then the old kindle. It does not have all the bells and whistles, but it does the job better, and has a longer battery life. Just what I need, for my day to day reading. Good Job, thanks!",4,2018-09-12,,True,,Download to device,,
47,1,Easy set-up. Perfect size for crowded subway trains.,5,2018-09-12,,True,,Perfect for crowded subway trains,,
48,1,The product came programmed with the wrong language and tech support could not help with the problem. We ended up returning the item.,1,2018-09-12,,True,,Tech support ineffective!!!,,
49,1,The menu is somewhat confusing.  But I love the lighted screen.,4,2018-09-12,,True,,Great product.,,
50,1,This model is fantastic. Love it!,5,2018-09-12,,True,,Replaced my other Kindle,,
51,1,"I love my kindle, quick and easy to use.",5,2018-04-15,,True,,Five Stars,,
52,1,Love it!,5,2018-04-15,,True,,Five Stars,,
53,1,"Size and paper white part of this are awesome. Two stars because each time I scroll, turn the page or open anything it, it flashes as it is loading. I thought it was damaged because of how often it was occurring until I watched some videos about this device. The videos showed this Kindle doing the same thing while loading any page. It is very distracting. Completely crushed after being super excited. ☹️<br /><br />If there is a way to turn that off somehow, I would totally keep it.",2,2018-04-15,,True,,Distracting and annoying,,
54,1,I have only used it as a reader. I don't know what else it will do.,3,2018-04-15,,,,Three Stars,,
55,1,"Except for the SMALL display size, I like it a lot.<br /><br />Please make an affordable &#62;9 inches kindle. There are a lot of scientists, students, and avid readers who really like to have a big display.",4,2018-04-15,,True,,"SMALL screen, but overall great!",,
56,1,The battery isn’t lasting as long as the one I bought in 2013. Having trouble figuring out what is on the device and the library. Not as easy as my last one for me. Maybe the more I use it I will figure it out currently it is confusing.,4,2018-04-15,,True,,Not as easy as my last one for me,,
57,1,"I love love love this! I take it with me everywhere and read more then I ever now! Doctor office wait times are a breeze and reading in bed has never been so comfy. I love having the dictionary at my fingertip. The adjustable back light and font sizes are wonderful, I can read much longer now. Battery life is insanely long! I love that prime gives you free books too.",5,2018-04-15,,True,,Very Happy w/ Purchase,,
58,1,"This thing is super cool. Really light weight, feels like I'm reading a book instead of a computer screen, and you don't have to hold pages open. I started to lose some shelf space and this was a great remedy. Plus e-books are naturally cheaper.<br /><br />The downsides I see is:<br />- Forgetting to charge it (but can hold a charge for a week)<br />- Carrying it around in any kind of bag without being worried about breaking it.<br />- Can't share or lend any books.<br /><br />Other than that, really cool gadget.",5,2018-04-14,,True,,Wish I got this a while ago.,,
59,1,The best choice! Love it!,5,2018-04-14,,True,,Five Stars,,
60,1,"One star only because no stars isn't an option.  What a dogshit replacement for my utterly reliable Kindle with the buttons on both sides.  Occasionally skips like 100 pages and then you can't get back to where you originally started.  Hate everything about it, isn't worth $80 on sale, nevermind what they charge for it regular price.  Garbage, don't buy, trash, hate hate hate, etc.",1,2018-04-14,,True,,Occasionally skips like 100 pages and then you can't get back to ...,,
61,1,"Easy to use, cheap price, no reason to reject if you need ebook",5,2018-10-19,,True,,Valuable device,,
62,1,It's basically a reader and does all things associated with that very well.  Easy to read in any light and long lasting battery.  Only concern I have run into is that sometimes swiping a finger across the page does not result in a page turn and the operation has to be repeated. No other touch screen issues.,4,2018-10-18,,True,,Good reader but finicky page turning.,,
63,1,"I’m a late adopter of Kindle. What put me over the edge was having to return a library book just as I was heading out of town. I don’t enjoy lugging books on trips anyway, and now my wonderful, lightweight, easy to use Kindle goes with me everywhere. Amazing how many pages I can sneak in while waiting for appointments, on transit, before performances etc. And if I can’t sleep, it doesn’t keep my sweetie awake if I decide to read in the middle of the night.",5,2018-10-18,,True,,Love my Kindle!,,
64,1,Love My E Reader!,5,2018-10-18,,True,,Kindle,,
65,1,Love my kindle!! This is my second one. Love to take it when I travel as I can download tons of books. Compact and easy to use!,5,2018-10-18,,True,,So handy for travel!!,,
66,1,"Compact, great clarity, functions beautifully, charge lasts a week with use of a 2 - 4 hours a day. Very satisfied.",5,2018-10-18,,True,,"Book guy, converted!",,
67,1,Still a great way to carry you favorite books around,5,2018-10-18,,True,,All Good!!!,,
68,1,"So far ""What is Not To Like"". Reading a novel from a Kindle is a pure pleasure. While I am still learning<br /> it is a great way to to have access to any type of reading.  More to follow !",5,2018-10-18,,True,,Reading reaches a new Level !!,,
69,1,Perfect e reader!,5,2018-10-18,,True,,Love it!,,
70,1,This was a replacement for an earlier version. Thank you Amazon for  taking my old one and giving me a good deal on this new Kindle. No learning curve involved.,5,2018-10-18,,True,,Reading Made Easy,,
71,1,Got this as a gift and I am in love with it!!,5,2018-09-27,,True,,Amazing gift,,
72,1,Works great,5,2018-09-27,,True,,Works great,,
73,1,Love it!!!!,5,2018-09-26,,True,,Love it,,
74,1,The paperwhite the fantastic Kindle improvement.,5,2018-09-26,,True,,Very good product,,
75,1,Best purchase for my son who loves to read.,5,2018-09-26,,True,,Super light :),,
76,1,Working for my needs,4,2018-09-26,,True,,Good,,
77,1,"9/10, I wish it was a little bit faster in the menus but that could be a limitation of the screen type. Being able to look up words without leaving the page was such a game changer going from physical books, to this ereader. Highly recommend.",5,2018-09-26,,True,,Beats Physical Books,,
78,1,The Kindle Paperwhite is much smaller and lighter in weight than my Kindle Fire that it replaced. Both of those characteristics enhance its use while traveling. I also bought this e-reader because of its adaptability to use outside.,5,2018-09-26,,True,,"Smaller, lighter, adaptable outside",,
79,1,Love the easy of reading and not hurting your eyes. Easy to use and love you can add PDF files and magazines to it. Wish I would have gotten this earlier.,5,2018-09-26,,True,,Review what you buy and you want be disappointed,,
80,1,LOVE MY KINDLE THE LIGHT IS LOW ENOUGH THAT I CAN READ AND NOT BOTHER MY HUSBAND WHO GOES TO BED EARLY. LIGHT WEIGHT AND EASY TO HOLD AS WELL.,5,2018-09-26,,True,,LOVE IT,,
81,1,"I am totally disgusted with Kindle. I’ve owned one since they came out. I’m on my 7th. However, I’ve had 3 Paperwhites since end of October ‘17, and will be getting yet another replacement tomorrow. The first two since late October would not charge. The one I’ve had since April 1 ‘18 charges but the charge doesn’t even last one hour. I’ve made repeated calls which have been referred to engineering. Each time, engineering tells tech to ask me to do do the same procedures I already did before I even called for help. Tech people repeatedly promise to call after 2-3 days when engineering gets back to them but they don’t call. Worst of all, they refuse to acknowledge that there clearly is an issue with Kindle batteries. They actually want me to believe that I’m the only one who’s had issues 3 Kindles in a row. I just got off the phone with yet another tech person who’s “sorry you feel that way” about this lack of integrity on Kindle’s part. I say be sorry for how your company is being, not my response to it. Let’s see what happens with my fourth Paperwhite, which I’ll receive tomorrow.",1,2018-04-26,,,,Batteries in Paperwhite are defective.,,
82,1,Really enjoying my reader,5,2018-04-26,,True,,Five Stars,,
83,1,Great device but can't afford the usage charge of $6.46.  Will have to settle for reading on my computer.  No more Kindle!,5,2018-04-26,,True,,Great device but can't afford the usage charge of $6,,
84,1,Seems okay.  Will review after I've used it more.,4,2018-04-26,,True,,Seems okay. Will review after I've used it more ...,,
85,1,I like how easy the reader is to operate. The only tech feature I’m not comfortable with is the shut down process. I still have to explore all the functions and I might find more positives. But overall I am enjoy he convenience of my Kindle.,5,2018-04-26,,True,,I like how easy the reader is to operate,,
86,1,"I've had two, and they both broke immediately.  Never again.",1,2018-04-26,,,,They break.,,
87,1,"I like reading on it, but I haven't yet really figured out how to use it's features and I have to consult the users guide every time I want to do something new.  It is not intuitive.",4,2018-04-25,,True,,I like reading on it,,
88,1,I love the lighted screen! Now I can read at night without having to have the bedside light on!,5,2018-04-25,,True,,Easy to Read,,
89,1,Excellent ereader. What do I like de most? The light And the good touch feel. I think it is a very good.choice.,5,2018-04-25,,True,,Very good Ereader,,
90,1,"This thing is not worth the amount of money they are asking. It won't stay connected to WiFi. Every 15 minutes at home it needs the router rebooted to connect if I don't reboot it won't connect. When I go out in public to connect to public WiFi it won't. I just get continuous errors.<br /><br />You can get support, and they will get you back online but only for 15 minutes and it happens again.<br /><br />You also cannot see book descriptions. Whenever I try to do anything I get an application error and am told to try again.<br /><br />The screen is awesome for reading, but I can't use this piece of garbage. It's going back.",2,2018-04-25,,True,,Five days is all I could handle.,,
91,1,"Easy setup, great battery life, small.",5,2018-03-22,,True,,Five Stars,,
92,1,Survived 6 inches of snow outside after being dragged around by two German shepherds.  I'm buying another one to use as a step stool,5,2018-03-22,,True,,Survived 6 inches of snow outside after being dragged around ...,,
93,1,"This is my second Kindle and I can't put it down. I used to think that I was strictly a hardback book consumer...until I tried e-books. It's now so easy to browse, compare and purchase books at affordable prices. I'm hooked!",5,2018-03-22,,True,,It's now so easy to browse,,
94,1,"I did not like the fact that I had to call for tech support in order to get the user guide for my particular paper white,I now have 2 manuals on my kindle,one that says 5th edition and one that says 7th edition...I did not have that issue with my 1st 2 Kindles..I do like the Paperwhite itself...",4,2018-03-22,,True,,I did not like the fact that I had to call for tech ...,,
95,1,It truly works in direct sun as advertised.,5,2018-03-22,,True,,Five Stars,,
96,1,easy on eyes when reading long hours. I enjoy reading books on kindle.,5,2018-03-22,,True,,easy on eyes!,,
97,1,So far so good.,4,2018-03-22,,True,,Four Stars,,
98,1,Great reader. The battery is holding long enough.,5,2018-03-22,,True,,Nice,,
99,1,Perfect,5,2018-03-22,,True,,Five Stars,,
100,1,Great oroduct and works perfect for what i purchased it for,5,2018-03-22,,True,,Five Stars,,
101,1,Everything ok,5,2018-03-16,,True,,Five Stars,,
102,1,"Good battery life, easy to read.",5,2018-03-16,,True,,Five Stars,,
103,1,"So I love the kindle paper white. My one and only critique would be with pdfs, I would love to have some sort of option to adjust them to the screen. I had a couple of instances where the pages would fit weirdly, making it difficult to read: I had to adjust every page I flip, and it made reading some files quite  bothersome. This files, I couldn't for the life of me, find in a better format. Also, what the hell? why can't I shop for a digital book in amazon.es because my account is amazon.com? its digital book files! make it happen. The star I took is because i basically feel the potential for content is being restrain.",4,2018-03-16,,True,,So I love the kindle paper white,,
104,1,"It doesn't work well. It won't start easily and now, when I try to purchase a book,the screen reads &#34;Updating your Knindle store experience. This should take less than a minute.&#34; It's been saying tat for the last 15 minutes.",2,2018-03-16,,True,,It won't start easily and now,,
105,1,I'm glad I got the cover as well. If a stylus had been offered with it I might have considered it.,5,2018-03-16,,True,,I'm glad I got the cover as well,,
106,1,Do to bad vision ( -800 range ) i need a larger text then books have. I also have limited space<br />Being able to chose text size makes this a great way to continue to read a great many books without having to get large text ones and gives you a library that takes up less space the a single book.<br />Many great books from less known writers - some of which are even free.,5,2018-03-16,,,,Do to bad vision ( -800 range ) i need a larger ...,,
107,1,Second paper white. Both are greag .,5,2018-03-16,,True,,Great reader,,
108,1,"This kindle has never worked properly from the minute I got it up and going....sample books don't load unless I restart the kindle, sometimes still won't load, I've simply lived with that problem.  Now it has been stuck on &#34;updating software&#34; for 48 hours.  Nothing I have found on google has helped to get it moving again....any ideas?  Any solutions short of purchasing another one???",1,2018-03-16,2.0,True,,Frozen For Days During Software Update,,
109,1,like touch screen,4,2018-03-16,,True,,Four Stars,,
110,1,"This is the absolute best. As an avid reader, I love being able to carry around thousands of books in one hand. It’s light weight and the only device I’ve ever seen to actually look like a real book on a screen. The book downloads are super fast, and you can even get PDFs on it if you use the right software.  Best impulse purchase ever.",5,2018-03-16,,True,,A library in your pocket,,
111,1,I love it so much. It literally an elecronic book. The screen feels like paper when you swipe. Its the best one i have gotten so far. Only issue is it have very little gb for my books so i have to download only the ones i am reading at the moment. But it only takes it a second to download the book i wanna read. Also keep in mind i have over 500 books electronically. So yeah. Lol,5,2018-07-29,,True,,Fantastic,,
112,1,I love the size and weight of this kindle. I’m just now giving up my second edition becaus the battery wouldn’t stay charge and wasn’t sure which kindle to buy. I’m glad I chose the paper white! Love it!,5,2018-07-29,,True,,Love it,,
113,1,very easy to use,5,2018-07-29,,True,,stays charged for a long time,,
114,1,I love it!,5,2018-07-29,,True,,Battery lasts forever,,
115,1,"Like so many of us, I spend my work week in front of a computer screen most of the time.  For that reason, I was reluctant to try a backlit Kindle.  When my early gen Kindle needed replaced, I took a chance during Prime Day deals, unsure how I’d feel about a Paperwhite.  My reluctantance was misguided!  For starters, I realized that the lighting is adjustable.  On top of that, I’ve found keeping the backlight on low levels makes me feel like I’m straining my eyes less, in fact.  Overall, it’s a much loved purchase!",5,2018-07-29,,True,,"I was reluctant, but love it!",,
116,1,"Love it. Easy to use. Syncs all my books, easy to start where I left off. Wish the screen were slightly larger. May get a larger one next time.",5,2018-07-29,,True,,Perfect reader.,,
117,1,See subject,5,2018-07-29,,True,,Kindle1 stopped charging. Bought Kindle2.,,
118,1,LOVE IT,5,2018-07-29,,True,,Five Stars,,
119,1,"Best for me is how light the Kindle Paperwhite is, I was constantly dropping my old Kindle.",5,2018-07-29,,True,,Five Stars,,
120,1,"I always said I would be the last human with a library card (and I might still be) but the Kindle has entirely changed how I feel about reading on an electronic device. Holds battery charge for weeks at a time, the print makes you forget it’s not a book (I still try to turn pages!) and the touch screen has a texture which is somehow paper-like. The anti-glare and lighting are amazing - not too bright (my eyes are very sensitive to looking at a screen and this is much more like looking at a well-lit book instead). It downloads quickly, has access to what seems like infinite titles and in conjunction with Goodreads I am the happiest reader there is. Also it fits much easier in my purse than library books do!",5,2018-07-29,,True,,The anti-glare and lighting are amazing - not too bright (my eyes are very sensitive ...,,
121,1,"My new best friend, I use it every day.  The backlight is excellent",5,2018-03-18,,True,,Five Stars,,
122,1,"This is the &#34;perfect&#34; book to have available when  &#34;waiting&#34;...... office appointments,  student &#34;pick-ups&#34;, etc. It is lightweight, and small enough for most bags.",5,2018-03-18,,True,,Ideal size !,,
123,1,Loved my original Kindle and like this one just a bit more with the built in light.,5,2018-03-18,,True,,Five Stars,,
124,1,"Excellen proudct, lasting battery, good options",5,2018-03-18,,True,,Nice product,,
125,1,This was a Christmas gift - the recipient was thrilled.  No better one exists.,5,2018-03-18,,True,,Great Gift!,,
126,1,I didn't like it at first because its a lot smaller than other kindles but after taking it on a vacation I love it. it fits in my big shirt pockets so I carry it everywhere.,5,2018-03-18,,True,,Great,,
127,1,"love it, just as I did my my first 2 Kindles,",5,2018-03-18,,True,,Five Stars,,
128,1,"It's perfect for this type of reading. I have always preferred a real book, but I'm getting used to it. It's easy to hold and not to hard on the eyes.",5,2018-03-18,,True,,quality,,
129,1,Perfect good,5,2018-03-18,,True,,Five Stars,,
130,1,Best thing I ever bought.,5,2018-03-17,,True,,If you read a lot....buy one!,,
131,1,"Pretty easy to read, very light, long battery life. What I don’t like is that it is too small and doesn’t give you that sense of accomplishment while reading, since there is only a paragraph or two per page.",5,2018-09-17,,True,,Very light and easy to use,,
132,1,"I purchased this so my husband & I could read to our son (1yr) in the dark while putting him to bed. The backlighting options are perfect, because a screen that’s too bright distracts our kiddo to the point he won’t be able to fall asleep, but with the kindle we’re able to use a really dim light that goes unnoticed by our boy! We can also adjust the font size which allows us to prop the kindle up on a bookshelf & read hands free (aside from page turning of course).<br /><br />I’ve never been a big reader as I’m rather slow- sort of the anti speed reader...- and I get distracted easily (guess I know where my son gets it!); however, I have been a voracious reader since getting the kindle!! In the couple months we’ve had it I’ve read over 10 different books (I’m not sure I read that many during college!). The backlighting allows me to read at night with minimal glow, so my eyes aren’t tired & if I fall asleep it shuts down and keeps me on the same spot for when I return to it. No more forgetting where I was and having to reread chapters!<br />I love that I can quickly access books for my son as well as my personal reading list. The dictionary feature is perfect- as I don’t have to leave the page or pull out my phone to figure out the meaning of an unfamiliar word. It holds a charge well, and I can usually go a week & a half before I need to plug it in. It was the perfect companion for my last vacation, and I love that I didn’t have to lug around a bulky book in my valuable carry on!<br />I’ve also gone ahead with the “kindle unlimited” program, as I was reading quickly enough that the first month was pretty expensive! The Unlimited has been a huge money saver & I’ve found some awesome authors!<br />I only wish I had purchased this sooner!!",5,2018-09-17,,True,,Turned me into a reader!,,
133,1,I bring this on the plane for every business trip. It's lightweight and the perfect size.,5,2018-09-17,,True,,Great for traveling,,
134,1,"Love the built in light. Battery lasts long time. I love the paperwhite, easy on my eyes and can read outside. Ereader easy to handle, not too big, not too small.",5,2018-09-17,,True,,easy to operate,,
135,1,"Features for readings, Library, Kindle shop, speed of delivery.",4,2018-09-17,,True,,Excellent,,
136,1,Keeps charge for very long.  Very good!,4,2018-09-17,,True,,Stays charged for days!!!,,
137,1,Love the back lighting that allows reading in very dark places.,5,2018-09-17,,True,,Great product!,,
138,1,Got it as gift for my wife. She loves it. Good decision to buy the one with back light. Its so cool.,5,2018-09-17,,,,Good decision to buy the one with back light,,
139,1,Love it! I tried e-reading on everything but a true e-reader. A must have if you want to go digital for book reading.,5,2018-09-17,,True,,LOVE IT!,,
140,1,I love it,5,2018-09-17,,True,,love it,,
141,1,love it,5,2018-11-28,,True,,kindle,,
142,1,Very good price for very good quality product.,5,2018-11-27,,,,Five Stars,,
143,1,Not impressed.  Can't even connect to a public Wi-Fi at Barnes and Noble...,1,2018-11-27,,True,,Not impressed.,,
144,1,"Light, easy to carry and use.",5,2018-11-27,,True,,Love it,,
145,1,Fun reading!,5,2018-11-27,,True,,Great product,,
146,1,I have bought 3 of these over the last year.  They are fantastic readers.  The battery life is really good and the backlighting on the paperwhite is outstanding.,5,2018-11-27,,,,Nice Reader,,
147,1,"I am so excited to get my kindle, this is my third kindle my last one was stolen out of my car.  I love, love , love having a light right in the kindle for my nighttime reading.",5,2018-11-27,,True,,Love my Kindle!,,
148,1,"Minus one star because it doesn't run perfectly smooth, it lags a bit.  other than that, light, nice screen and feel.  Backlight is good.  Overall, does what it was made to do, a great deal.",4,2018-11-27,,True,,Good E-Reader,,
