review_id,product_id,entity_id,salience,sentiment_score,sentiment_magnitude,name,type
4,1,5,0.07464125007390976,-0.10000000149011612,0.10000000149011612,tablets,CONSUMER_GOOD
4,1,6,0.061866674572229385,-0.5,1.0,computer,CONSUMER_GOOD
4,1,7,0.05178369581699371,0.0,0.0,books,WORK_OF_ART
4,1,8,0.03230921924114227,0.0,0.0,books,WORK_OF_ART
4,1,9,0.027795899659395218,-0.10000000149011612,0.10000000149011612,smartphone,CONSUMER_GOOD
4,1,10,0.02686871588230133,0.0,0.0,purpose,OTHER
4,1,11,0.024609990417957306,0.0,0.0,notifications,OTHER
4,1,12,0.024609990417957306,-0.10000000149011612,0.10000000149011612,apps,CONSUMER_GOOD
4,1,13,0.02452346682548523,0.0,0.0,love,OTHER
4,1,14,0.022447412833571434,0.0,0.0,social media,OTHER
4,1,15,0.016894759610295296,0.4000000059604645,0.4000000059604645,eyes,OTHER
4,1,16,0.01181241124868393,0.0,0.0,job,OTHER
4,1,17,0.011690329760313034,0.0,0.0,reflection,OTHER
4,1,18,0.008921423926949501,0.8999999761581421,0.8999999761581421,size,OTHER
4,1,19,0.007419111207127571,0.0,0.0,reading,OTHER
4,1,20,0.006724032573401928,0.30000001192092896,0.30000001192092896,light,OTHER
5,1,1,0.7483922243118286,0.8999999761581421,0.8999999761581421,battery life,OTHER
5,1,2,0.2516077756881714,0.20000000298023224,0.20000000298023224,eyes,OTHER
6,1,1,0.3920951783657074,0.0,0.0,screen,OTHER
6,1,2,0.22447672486305237,0.10000000149011612,0.10000000149011612,eyes,OTHER
6,1,3,0.18794742226600647,0.0,0.0,strain,OTHER
6,1,4,0.08330821245908737,0.0,0.0,health books,OTHER
6,1,5,0.07624050229787827,0.0,0.0,mobile phone,CONSUMER_GOOD
6,1,6,0.03593197837471962,0.0,0.0,reading materials,OTHER
7,1,1,0.47377753257751465,0.0,0.0,anywhere,LOCATION
7,1,2,0.33670157194137573,0.30000001192092896,0.30000001192092896,bedroom,LOCATION
7,1,3,0.18952088057994843,0.8999999761581421,0.8999999761581421,sunshine,OTHER
8,1,1,0.5675455927848816,0.0,0.0,books,WORK_OF_ART
8,1,2,0.26594653725624084,-0.6000000238418579,0.6000000238418579,vision,OTHER
8,1,3,0.07795650511980057,0.8999999761581421,0.8999999761581421,books,WORK_OF_ART
8,1,4,0.0442756786942482,0.0,0.0,kindle,CONSUMER_GOOD
8,1,5,0.0442756786942482,0.0,0.0,paper,WORK_OF_ART
9,1,1,0.6745510101318359,0.8999999761581421,0.8999999761581421,app,CONSUMER_GOOD
9,1,2,0.32544898986816406,0.0,0.0,iPad,CONSUMER_GOOD
10,1,1,0.23150649666786194,0.0,0.0,paperwhite,OTHER
10,1,2,0.2288113385438919,0.0,0.0,fire,OTHER
10,1,3,0.07749418169260025,0.0,0.0,charge,OTHER
10,1,4,0.06732924282550812,0.0,0.0,charge,OTHER
10,1,5,0.049963146448135376,0.0,0.0,covers,WORK_OF_ART
10,1,6,0.03843473270535469,0.0,0.0,claims,OTHER
10,1,7,0.031458016484975815,0.10000000149011612,0.10000000149011612,charge,OTHER
10,1,8,0.029928073287010193,0.0,0.0,fire,OTHER
10,1,9,0.02956400252878666,0.6000000238418579,0.6000000238418579,lot,OTHER
10,1,10,0.02956400252878666,0.0,0.0,lot,OTHER
10,1,11,0.026303986087441444,0.0,0.0,power,OTHER
10,1,12,0.02489270083606243,0.0,0.0,book,WORK_OF_ART
10,1,13,0.024022508412599564,0.0,0.0,products,CONSUMER_GOOD
10,1,14,0.024022508412599564,0.0,0.0,everyone,PERSON
10,1,15,0.022780505940318108,0.0,0.0,Amazon,ORGANIZATION
10,1,16,0.01805489882826805,0.0,0.0,home page,OTHER
10,1,17,0.014355001971125603,0.0,0.0,paperwhite,OTHER
10,1,18,0.014220240525901318,0.0,0.0,Kindle,CONSUMER_GOOD
10,1,19,0.009532524272799492,0.0,0.0,things,OTHER
10,1,20,0.007761891931295395,0.0,0.0,reading habits,OTHER
11,1,1,0.39890462160110474,0.20000000298023224,0.20000000298023224,paperwhite,OTHER
11,1,2,0.251125305891037,0.30000001192092896,0.8999999761581421,Kindle,CONSUMER_GOOD
11,1,3,0.059736188501119614,0.0,0.0,pool,LOCATION
11,1,4,0.059736188501119614,0.0,0.0,sun,OTHER
11,1,5,0.05077612027525902,0.0,0.0,paperwhite,OTHER
11,1,6,0.04047970101237297,-0.10000000149011612,0.10000000149011612,glare,OTHER
11,1,7,0.03730703890323639,0.0,0.0,vacation,EVENT
11,1,8,0.028092950582504272,0.8999999761581421,0.8999999761581421,price,OTHER
11,1,9,0.027154892683029175,0.0,0.0,mine,LOCATION
11,1,10,0.024562163278460503,0.0,0.0,paperwhite,OTHER
11,1,11,0.022124819457530975,0.0,0.0,Europe,LOCATION
12,1,1,0.8211541175842285,0.4000000059604645,2.200000047683716,Kindle,CONSUMER_GOOD
12,1,2,0.07442130148410797,0.0,0.0,one,CONSUMER_GOOD
12,1,3,0.024865884333848953,0.0,0.0,reader,PERSON
12,1,4,0.02187228761613369,0.0,0.0,Works,WORK_OF_ART
12,1,5,0.01848418079316616,0.0,0.0,everything,OTHER
12,1,6,0.014549962244927883,0.8999999761581421,0.8999999761581421,model,CONSUMER_GOOD
12,1,7,0.013120226562023163,0.0,0.0,reader,PERSON
12,1,8,0.01153206080198288,0.0,0.0,anyone,PERSON
13,1,1,0.6992339491844177,0.6000000238418579,1.2999999523162842,E-reader,CONSUMER_GOOD
13,1,2,0.20641909539699554,0.10000000149011612,0.10000000149011612,price,OTHER
13,1,3,0.09434694051742554,0.0,0.0,size,OTHER
14,1,1,1.0,0.0,0.0,Kindle Paperwhite,WORK_OF_ART
15,1,1,1.0,0.0,0.0,side,OTHER
16,1,1,0.11360295116901398,0.10000000149011612,0.800000011920929,Kindle Paperweight,OTHER
16,1,2,0.10418350994586945,0.6000000238418579,0.6000000238418579,thing,OTHER
16,1,3,0.07648400217294693,0.0,0.0,smokes,OTHER
16,1,4,0.06066736951470375,-0.4000000059604645,0.800000011920929,cover,OTHER
16,1,5,0.04824225977063179,-0.10000000149011612,0.10000000149011612,kinds,OTHER
16,1,6,0.0417812317609787,0.0,0.0,book,WORK_OF_ART
16,1,7,0.03677050769329071,0.20000000298023224,0.20000000298023224,battery,OTHER
16,1,8,0.03249342367053032,0.0,0.0,documents,OTHER
16,1,9,0.03189947456121445,0.0,0.10000000149011612,Kindle,CONSUMER_GOOD
16,1,10,0.030385859310626984,0.0,0.0,everyone,PERSON
16,1,11,0.02060546539723873,0.0,0.0,one,PERSON
16,1,12,0.020417172461748123,0.0,0.0,cover,WORK_OF_ART
16,1,13,0.014725874178111553,0.0,0.0,Everyone,PERSON
16,1,14,0.014709137380123138,0.0,0.0,charger,CONSUMER_GOOD
16,1,15,0.014354338869452477,0.0,0.0,Amazon,ORGANIZATION
16,1,16,0.013861400075256824,0.0,0.0,BOOKS,WORK_OF_ART
16,1,17,0.013841358944773674,0.0,0.0,Books,WORK_OF_ART
16,1,18,0.013841358944773674,0.0,0.0,books,WORK_OF_ART
16,1,19,0.013332387432456017,0.0,0.0,Paperweight,OTHER
16,1,20,0.013305052183568478,0.0,0.0,charger,CONSUMER_GOOD
16,1,21,0.013202098198235035,0.0,0.0,Paperweight,OTHER
16,1,22,0.013155518099665642,0.0,0.0,charger,CONSUMER_GOOD
16,1,23,0.012455112300813198,0.0,0.0,cover,WORK_OF_ART
16,1,24,0.012187067419290543,0.30000001192092896,0.30000001192092896,charger,CONSUMER_GOOD
16,1,25,0.011160710826516151,0.5,0.5,part,OTHER
16,1,26,0.01081130187958479,0.0,0.0,search,EVENT
16,1,27,0.010683760978281498,0.0,0.0,e-mail address,OTHER
16,1,28,0.0103914150968194,0.0,0.0,books,WORK_OF_ART
16,1,29,0.009773819707334042,0.0,0.0,everywhere,LOCATION
16,1,30,0.009385095909237862,0.0,0.0,ie,OTHER
16,1,31,0.009357308968901634,0.0,0.0,couple,PERSON
16,1,32,0.009293310344219208,0.0,0.0,scrubs,OTHER
16,1,33,0.009293310344219208,0.0,0.0,coat,OTHER
16,1,34,0.009293310344219208,0.0,0.0,pocket,OTHER
16,1,35,0.008155670017004013,0.0,0.0,Target,ORGANIZATION
16,1,36,0.00806150771677494,0.0,0.0,e-mail address,OTHER
16,1,37,0.006928416900336742,0.0,0.0,chargers,PERSON
16,1,38,0.006706292275339365,0.699999988079071,0.699999988079071,one,OTHER
16,1,39,0.006703292950987816,0.800000011920929,0.800000011920929,One,OTHER
16,1,40,0.006427296437323093,0.0,0.0,title,OTHER
16,1,41,0.006427296437323093,0.0,0.0,e-books w,OTHER
16,1,42,0.005806467495858669,0.0,0.0,everyone,PERSON
16,1,43,0.005756604019552469,0.0,0.0,window,OTHER
16,1,44,0.005114072468131781,0.0,0.0,things,OTHER
16,1,45,0.004903046414256096,0.0,0.0,list,OTHER
16,1,46,0.004573125392198563,0.0,0.0,books,WORK_OF_ART
16,1,47,0.00456238491460681,0.0,0.0,book,WORK_OF_ART
16,1,48,0.00456238491460681,0.0,0.0,books,WORK_OF_ART
16,1,49,0.004489820450544357,0.8999999761581421,0.8999999761581421,purchases,OTHER
16,1,50,0.003798615885898471,0.0,0.0,Tom Sawyer,PERSON
16,1,51,0.003798615885898471,0.0,0.0,Gulliver's Travels,WORK_OF_ART
16,1,52,0.003798615885898471,0.0,0.0,Tarzan,WORK_OF_ART
16,1,53,0.002819269662722945,0.0,0.0,word,OTHER
16,1,54,0.002819269662722945,0.0,0.0,name,OTHER
16,1,55,0.002819269662722945,0.0,0.0,type,OTHER
16,1,56,0.0028177930507808924,0.0,0.0,example,OTHER
16,1,57,0.0026555496733635664,0.0,0.0,YIPPEEE,OTHER
17,1,1,0.3619675934314728,0.5,1.100000023841858,Kindle Paperwhite E-reader,CONSUMER_GOOD
17,1,2,0.22241632640361786,0.0,0.0,anything,OTHER
17,1,3,0.10896385461091995,0.0,0.0,book,WORK_OF_ART
17,1,4,0.08787007629871368,0.0,0.0,hands,OTHER
17,1,5,0.05978250876069069,0.0,0.0,daughter,PERSON
17,1,6,0.05329000577330589,0.5,1.0,cover,OTHER
17,1,7,0.026895860210061073,0.0,0.0,purse,CONSUMER_GOOD
17,1,8,0.02530883252620697,0.20000000298023224,0.20000000298023224,book,WORK_OF_ART
17,1,9,0.02518373727798462,0.0,0.0,books,WORK_OF_ART
17,1,10,0.01416060235351324,0.0,0.0,dust,OTHER
17,1,11,0.01416060235351324,-0.30000001192092896,0.30000001192092896,shelf,OTHER
18,1,1,0.7791526913642883,0.8999999761581421,0.8999999761581421,product,CONSUMER_GOOD
18,1,2,0.22084733843803406,0.5,0.5,Works,WORK_OF_ART
19,1,1,1.0,0.10000000149011612,0.10000000149011612,Kindle,CONSUMER_GOOD
20,1,1,0.3461391031742096,0.8999999761581421,0.8999999761581421,upgrade,OTHER
20,1,2,0.21826735138893127,0.0,0.0,Kindle,CONSUMER_GOOD
20,1,3,0.20184475183486938,0.4000000059604645,0.800000011920929,book cover,WORK_OF_ART
20,1,4,0.0844402089715004,0.0,0.0,book,WORK_OF_ART
20,1,5,0.04753187671303749,0.0,0.0,screen,OTHER
20,1,6,0.0376531220972538,0.10000000149011612,0.10000000149011612,All,OTHER
20,1,7,0.029771799221634865,0.0,0.0,button,OTHER
20,1,8,0.026429956778883934,0.0,0.0,all,OTHER
20,1,9,0.00792181957513094,0.0,0.0,page,OTHER
21,1,1,0.39924123883247375,0.800000011920929,0.800000011920929,shipping,OTHER
21,1,2,0.39924123883247375,0.8999999761581421,0.8999999761581421,product,CONSUMER_GOOD
21,1,3,0.1363714337348938,-0.10000000149011612,0.20000000298023224,wife,PERSON
21,1,4,0.03832835331559181,0.0,0.0,light,OTHER
21,1,5,0.02681771293282509,0.8999999761581421,0.8999999761581421,ereader,CONSUMER_GOOD
22,1,1,0.8549299836158752,0.10000000149011612,0.10000000149011612,lot,OTHER
22,1,2,0.14507000148296356,0.30000001192092896,0.30000001192092896,Kindle,CONSUMER_GOOD
23,1,1,0.6807593107223511,0.0,0.0,Amazon,ORGANIZATION
23,1,2,0.3192406892776489,0.8999999761581421,0.8999999761581421,deal,OTHER
24,1,1,0.8040493130683899,0.30000001192092896,1.100000023841858,paperwhite,OTHER
24,1,2,0.032915424555540085,0.0,0.0,dark,OTHER
24,1,3,0.026778703555464745,0.10000000149011612,0.10000000149011612,anyone,PERSON
24,1,4,0.022584160789847374,0.699999988079071,0.699999988079071,kindle,CONSUMER_GOOD
24,1,5,0.022584160789847374,0.0,0.0,reading,OTHER
24,1,6,0.022310717031359673,0.0,0.0,backlight,OTHER
24,1,7,0.018424740061163902,0.0,0.0,user friendly,OTHER
24,1,8,0.017615055665373802,0.0,0.0,paperwhite,OTHER
24,1,9,0.01085936464369297,0.0,0.0,process,OTHER
24,1,10,0.00821344181895256,0.6000000238418579,0.6000000238418579,ease,OTHER
24,1,11,0.006832459010183811,0.800000011920929,0.800000011920929,use,OTHER
24,1,12,0.006832459010183811,0.30000001192092896,0.30000001192092896,tap functions,OTHER
25,1,1,0.5188743472099304,-0.20000000298023224,0.20000000298023224,glare,OTHER
25,1,2,0.4811256527900696,-0.10000000149011612,0.10000000149011612,sun,OTHER
26,1,1,1.0,0.0,0.0,Thanks,OTHER
27,1,1,0.4239127039909363,0.10000000149011612,0.20000000298023224,light,OTHER
27,1,2,0.25506284832954407,0.4000000059604645,0.4000000059604645,E-reader,CONSUMER_GOOD
27,1,3,0.15420638024806976,0.0,0.0,Paperwhite,OTHER
27,1,4,0.12746064364910126,0.8999999761581421,0.8999999761581421,part,OTHER
27,1,5,0.039357393980026245,0.0,0.0,anywhere,LOCATION
28,1,1,0.4805268347263336,0.0,0.0,kindle,CONSUMER_GOOD
28,1,2,0.20766116678714752,0.0,0.0,features,OTHER
28,1,3,0.15940715372562408,0.10000000149011612,0.10000000149011612,paperwhite,OTHER
28,1,4,0.07243147492408752,0.6000000238418579,0.6000000238418579,size,OTHER
28,1,5,0.03175932168960571,0.0,0.0,anyone,PERSON
28,1,6,0.028102146461606026,0.8999999761581421,0.8999999761581421,e-reader,CONSUMER_GOOD
28,1,7,0.020111899822950363,0.0,0.0,purse,CONSUMER_GOOD
29,1,1,0.32434558868408203,0.0,0.0,color,OTHER
29,1,2,0.2361452728509903,0.699999988079071,0.699999988079071,storage,OTHER
29,1,3,0.16227848827838898,0.0,0.0,storage,OTHER
29,1,4,0.1045946478843689,0.0,0.0,iPad,CONSUMER_GOOD
29,1,5,0.10126031190156937,0.0,0.0,weight,OTHER
29,1,6,0.07137568295001984,0.800000011920929,0.800000011920929,size,OTHER
30,1,1,0.3744146227836609,0.8999999761581421,0.8999999761581421,feel,OTHER
30,1,2,0.2458222359418869,0.10000000149011612,0.20000000298023224,Kindle,CONSUMER_GOOD
30,1,3,0.16139760613441467,0.20000000298023224,0.20000000298023224,light,OTHER
30,1,4,0.050002988427877426,0.0,0.0,light,OTHER
30,1,5,0.047317612916231155,-0.30000001192092896,0.30000001192092896,advantage,OTHER
30,1,6,0.04398738965392113,0.10000000149011612,0.10000000149011612,night reading,OTHER
30,1,7,0.04398738965392113,0.0,0.0,touch screen,OTHER
30,1,8,0.033070169389247894,0.0,0.0,books,WORK_OF_ART
31,1,1,1.0,0.0,0.0,Gift,OTHER
32,1,1,0.7970621585845947,0.0,0.0,kindle,WORK_OF_ART
32,1,2,0.20293782651424408,0.5,0.5,battery life,OTHER
33,1,1,0.35251584649086,0.30000001192092896,0.30000001192092896,background,OTHER
33,1,2,0.30161088705062866,-0.6000000238418579,0.6000000238418579,books,WORK_OF_ART
33,1,3,0.06021576002240181,0.0,0.0,ones,OTHER
33,1,4,0.04215288907289505,0.0,0.0,list,OTHER
33,1,5,0.04178812727332115,0.8999999761581421,0.8999999761581421,way,OTHER
33,1,6,0.038700997829437256,0.0,0.0,order,OTHER
33,1,7,0.038700997829437256,0.0,0.0,author,PERSON
33,1,8,0.037124477326869965,0.0,0.0,battery,OTHER
33,1,9,0.029310153797268867,0.0,0.0,Kindle,CONSUMER_GOOD
33,1,10,0.02151571214199066,0.0,0.0,archive books,WORK_OF_ART
33,1,11,0.020379025489091873,0.0,0.0,old one,PERSON
33,1,12,0.015985116362571716,0.0,0.0,book,WORK_OF_ART
34,1,1,0.5774288773536682,0.8999999761581421,0.8999999761581421,kindle,CONSUMER_GOOD
34,1,2,0.16904175281524658,-0.4000000059604645,0.4000000059604645,Ive,PERSON
34,1,3,0.0762689933180809,-0.4000000059604645,0.4000000059604645,purses,CONSUMER_GOOD
34,1,4,0.07403040677309036,0.0,0.0,book,WORK_OF_ART
34,1,5,0.05207332596182823,0.0,0.0,anywhere,LOCATION
34,1,6,0.05115664005279541,0.0,0.0,book,WORK_OF_ART
35,1,1,0.4096894860267639,-0.20000000298023224,1.0,Kindle,CONSUMER_GOOD
35,1,2,0.10147397220134735,0.0,0.0,light,OTHER
35,1,3,0.08435030281543732,-0.800000011920929,1.7000000476837158,negative,OTHER
35,1,4,0.05090076103806496,0.0,0.0,Japanese,LOCATION
35,1,5,0.0436837375164032,0.800000011920929,0.800000011920929,source,OTHER
35,1,6,0.0436837375164032,0.0,0.0,add,OTHER
35,1,7,0.019814494997262955,-0.20000000298023224,0.20000000298023224,learning curve,OTHER
35,1,8,0.019718751311302185,0.0,0.10000000149011612,posting,OTHER
35,1,9,0.019693365320563316,-0.20000000298023224,0.5,Someone,PERSON
35,1,10,0.018880823627114296,0.10000000149011612,0.10000000149011612,light,OTHER
35,1,11,0.018814507871866226,-0.30000001192092896,0.30000001192092896,operation manual,OTHER
35,1,12,0.01728135161101818,0.0,0.0,books,WORK_OF_ART
35,1,13,0.01574375294148922,-0.4000000059604645,0.4000000059604645,manual,OTHER
35,1,14,0.0143816526979208,-0.20000000298023224,0.20000000298023224,same,OTHER
35,1,15,0.011233294382691383,0.0,0.0,paper,WORK_OF_ART
35,1,16,0.011117345653474331,0.0,0.0,library,LOCATION
35,1,17,0.010872197337448597,-0.8999999761581421,0.8999999761581421,differences,OTHER
35,1,18,0.010564970783889294,-0.30000001192092896,0.6000000238418579,language,OTHER
35,1,19,0.010444914922118187,0.0,0.0,English,OTHER
35,1,20,0.010308867320418358,-0.20000000298023224,0.20000000298023224,problem,OTHER
35,1,21,0.010308867320418358,0.0,0.0,time,OTHER
35,1,22,0.007748957723379135,0.0,0.0,steps,OTHER
35,1,23,0.007101301569491625,-0.6000000238418579,0.6000000238418579,ass,OTHER
35,1,24,0.0054190149530768394,-0.10000000149011612,0.10000000149011612,possibility,OTHER
35,1,25,0.005412669386714697,0.0,0.0,support,OTHER
35,1,26,0.005412669386714697,0.0,0.0,area,LOCATION
35,1,27,0.00460143992677331,0.0,0.0,Amazon,ORGANIZATION
35,1,28,0.004134638234972954,-0.10000000149011612,0.10000000149011612,solution,OTHER
35,1,29,0.003405302297323942,-0.10000000149011612,0.10000000149011612,settings instructions,OTHER
35,1,30,0.002291429089382291,0.0,0.0,Japanese,PERSON
35,1,31,0.0015114243142306805,-0.10000000149011612,0.10000000149011612,directions,OTHER
36,1,1,0.4554557204246521,0.0,0.0,wiifi,OTHER
36,1,2,0.3222641050815582,0.10000000149011612,0.10000000149011612,software,CONSUMER_GOOD
36,1,3,0.11596233397722244,-0.8999999761581421,0.8999999761581421,Thing,OTHER
36,1,4,0.10631782561540604,0.0,0.0,avail,OTHER
37,1,1,0.7614778876304626,0.699999988079071,1.5,kindle,CONSUMER_GOOD
37,1,2,0.1388654112815857,-0.800000011920929,0.800000011920929,readers,PERSON
37,1,3,0.04421975091099739,0.20000000298023224,0.20000000298023224,reader,PERSON
37,1,4,0.04237906262278557,0.0,0.0,books,WORK_OF_ART
37,1,5,0.013057869859039783,0.8999999761581421,0.8999999761581421,eyestrain,OTHER
40,1,1,1.0,0.800000011920929,0.800000011920929,books,WORK_OF_ART
41,1,1,1.0,0.0,0.0,weight,OTHER
43,1,1,0.7238909006118774,0.8999999761581421,0.8999999761581421,Paperwhite,OTHER
43,1,2,0.24499163031578064,-0.20000000298023224,0.20000000298023224,battery,OTHER
43,1,3,0.031117478385567665,0.0,0.0,ads,WORK_OF_ART
44,1,1,0.5597944855690002,-0.20000000298023224,0.4000000059604645,generation,OTHER
44,1,2,0.13568444550037384,0.0,0.0,Kindle,CONSUMER_GOOD
44,1,3,0.09337425231933594,0.0,1.899999976158142,motion,OTHER
44,1,4,0.039968330413103104,-0.20000000298023224,0.20000000298023224,thing,OTHER
44,1,5,0.03962166607379913,0.0,0.0,one,OTHER
44,1,6,0.03372185677289963,0.699999988079071,0.699999988079071,page,OTHER
44,1,7,0.027514031156897545,-0.10000000149011612,0.10000000149011612,one,OTHER
44,1,8,0.023400109261274338,-0.10000000149011612,0.10000000149011612,thing,OTHER
44,1,9,0.014786774292588234,0.0,0.0,buttons,OTHER
44,1,10,0.014428993687033653,0.0,0.0,dark,OTHER
44,1,11,0.012128154747188091,0.0,0.0,one,OTHER
44,1,12,0.005576872266829014,-0.10000000149011612,0.10000000149011612,pages,OTHER
46,1,1,0.48746734857559204,0.699999988079071,0.699999988079071,device,CONSUMER_GOOD
46,1,2,0.19903245568275452,0.20000000298023224,0.20000000298023224,kindle,CONSUMER_GOOD
46,1,3,0.06944394111633301,0.20000000298023224,0.20000000298023224,job,OTHER
46,1,4,0.060376834124326706,0.20000000298023224,0.20000000298023224,whistles,OTHER
46,1,5,0.05964849516749382,0.0,0.0,bells,OTHER
46,1,6,0.04222029820084572,0.0,0.0,reading,OTHER
46,1,7,0.03358672559261322,0.8999999761581421,0.8999999761581421,Job,OTHER
46,1,8,0.029526175931096077,0.10000000149011612,0.10000000149011612,thanks,OTHER
46,1,9,0.01869773678481579,0.0,0.0,battery life,OTHER
47,1,1,0.6120166182518005,0.800000011920929,0.800000011920929,set-up,OTHER
47,1,2,0.2274937778711319,0.8999999761581421,0.8999999761581421,size,OTHER
47,1,3,0.16048961877822876,-0.8999999761581421,0.8999999761581421,subway trains,OTHER
48,1,1,0.5915380120277405,-0.20000000298023224,0.20000000298023224,product,CONSUMER_GOOD
48,1,2,0.16547586023807526,-0.5,0.5,tech support,OTHER
48,1,3,0.1635974496603012,-0.8999999761581421,0.8999999761581421,language,OTHER
48,1,4,0.05280793085694313,-0.30000001192092896,0.30000001192092896,problem,OTHER
48,1,5,0.026580750942230225,0.0,0.0,item,OTHER
49,1,1,0.8918278813362122,-0.8999999761581421,0.8999999761581421,menu,OTHER
49,1,2,0.10817212611436844,0.4000000059604645,0.4000000059604645,screen,OTHER
50,1,1,1.0,0.8999999761581421,0.8999999761581421,model,OTHER
51,1,1,1.0,0.8999999761581421,0.8999999761581421,kindle,CONSUMER_GOOD
53,1,1,0.24944444000720978,0.800000011920929,0.800000011920929,part,OTHER
53,1,2,0.24375690519809723,0.30000001192092896,0.30000001192092896,Size,OTHER
53,1,3,0.12372986972332001,0.0,0.0,stars,PERSON
53,1,4,0.1158943697810173,0.0,0.20000000298023224,videos,WORK_OF_ART
53,1,5,0.09623011201620102,0.0,0.0,anything,OTHER
53,1,6,0.0499936081469059,0.0,0.0,page,OTHER
53,1,7,0.0325310118496418,0.0,0.0,device,CONSUMER_GOOD
53,1,8,0.02975943498313427,0.0,0.0,thing,OTHER
53,1,9,0.029482534155249596,0.0,0.0,page,OTHER
53,1,10,0.01997777633368969,0.0,0.0,way,OTHER
53,1,11,0.009199937805533409,0.0,0.0,Kindle,CONSUMER_GOOD
54,1,1,1.0,0.0,0.0,reader,PERSON
55,1,1,0.6689080595970154,0.0,0.0,display size,OTHER
55,1,2,0.15331993997097015,0.0,0.0,scientists,PERSON
55,1,3,0.0667605921626091,0.0,0.0,readers,PERSON
55,1,4,0.052708666771650314,0.0,0.0,display,OTHER
55,1,5,0.02950798161327839,0.0,0.0,students,PERSON
55,1,6,0.02879476174712181,0.0,0.0,lot,OTHER
56,1,1,0.7189404964447021,-0.8999999761581421,0.8999999761581421,battery,OTHER
56,1,2,0.08428504317998886,0.0,0.0,device,CONSUMER_GOOD
56,1,3,0.08428504317998886,0.0,0.0,library,OTHER
56,1,4,0.08326959609985352,-0.30000001192092896,0.30000001192092896,trouble,OTHER
56,1,5,0.02921982668340206,0.0,0.0,one,PERSON
57,1,1,0.14215818047523499,0.0,0.0,more,WORK_OF_ART
57,1,2,0.12830741703510284,0.0,0.0,everywhere,LOCATION
57,1,3,0.09590385854244232,-0.20000000298023224,0.20000000298023224,breeze,OTHER
57,1,4,0.09476816654205322,0.0,0.0,reading,OTHER
57,1,5,0.07700659334659576,0.0,0.0,bed,OTHER
57,1,6,0.07607236504554749,-0.20000000298023224,0.20000000298023224,Doctor office,OTHER
57,1,7,0.07045028358697891,0.20000000298023224,0.20000000298023224,dictionary,OTHER
57,1,8,0.07045028358697891,0.0,0.0,fingertip,OTHER
57,1,9,0.06856270879507065,0.8999999761581421,0.8999999761581421,back light,OTHER
57,1,10,0.06357322633266449,0.0,0.0,Battery life,OTHER
57,1,11,0.06116819754242897,0.0,0.0,prime,OTHER
57,1,12,0.028262099251151085,0.0,0.0,books,WORK_OF_ART
57,1,13,0.023316629230976105,0.800000011920929,0.800000011920929,font sizes,OTHER
58,1,1,0.2528708875179291,0.8999999761581421,0.8999999761581421,thing,OTHER
58,1,2,0.22714504599571228,0.5,1.899999976158142,shelf space,OTHER
58,1,3,0.15079659223556519,0.0,0.0,book,WORK_OF_ART
58,1,4,0.10654516518115997,0.800000011920929,0.800000011920929,weight,OTHER
58,1,5,0.07143758237361908,-0.20000000298023224,0.4000000059604645,charge,OTHER
58,1,6,0.05787167325615883,0.0,0.0,pages,OTHER
58,1,7,0.04123798385262489,0.0,0.0,computer screen,OTHER
58,1,8,0.03366534784436226,-0.6000000238418579,0.6000000238418579,downsides,OTHER
