review_id,product_id,entity_id,begin_offset,sentiment_score,sentiment_magnitude,content,type
17,1,5,84,0.0,0.0,daughter,COMMON
17,1,6,211,0.8999999761581421,0.8999999761581421,cover,COMMON
17,1,7,192,0.0,0.0,purse,COMMON
17,1,8,274,0.20000000298023224,0.20000000298023224,book,COMMON
17,1,9,288,0.0,0.0,books,COMMON
17,1,10,323,0.0,0.0,dust,COMMON
17,1,11,306,-0.30000001192092896,0.30000001192092896,shelf,COMMON
18,1,1,6,0.8999999761581421,0.8999999761581421,product,COMMON
18,1,2,15,0.5,0.5,Works,COMMON
19,1,1,12,0.10000000149011612,0.10000000149011612,Kindle,PROPER
20,1,1,20,0.8999999761581421,0.8999999761581421,upgrade,COMMON
20,1,2,34,0.0,0.0,Kindle,PROPER
20,1,3,54,0.800000011920929,0.800000011920929,book cover,COMMON
20,1,4,112,0.0,0.0,book,COMMON
20,1,5,89,0.0,0.0,screen,COMMON
20,1,6,214,0.10000000149011612,0.10000000149011612,All,COMMON
20,1,7,205,0.0,0.0,button,COMMON
20,1,8,221,0.0,0.0,all,COMMON
20,1,9,176,0.0,0.0,page,COMMON
21,1,1,5,0.800000011920929,0.800000011920929,shipping,COMMON
21,1,2,28,0.8999999761581421,0.8999999761581421,product,COMMON
21,1,3,65,0.0,0.0,wife,COMMON
21,1,4,149,0.0,0.0,light,COMMON
21,1,5,169,0.8999999761581421,0.8999999761581421,ereader,COMMON
22,1,1,9,0.10000000149011612,0.10000000149011612,lot,COMMON
22,1,2,36,0.30000001192092896,0.30000001192092896,Kindle,PROPER
23,1,1,59,0.0,0.0,Amazon,PROPER
23,1,2,51,0.8999999761581421,0.8999999761581421,deal,COMMON
24,1,1,15,0.0,0.0,paperwhite,COMMON
24,1,2,63,0.0,0.0,dark,COMMON
24,1,3,89,0.10000000149011612,0.10000000149011612,anyone,COMMON
24,1,4,121,0.699999988079071,0.699999988079071,kindle,COMMON
24,1,5,156,0.0,0.0,reading,COMMON
24,1,6,104,0.0,0.0,backlight,COMMON
24,1,7,233,0.0,0.0,user friendly,COMMON
24,1,8,264,0.0,0.0,paperwhite,COMMON
24,1,9,304,0.0,0.0,process,COMMON
24,1,10,199,0.6000000238418579,0.6000000238418579,ease,COMMON
24,1,11,207,0.800000011920929,0.800000011920929,use,COMMON
24,1,12,216,0.30000001192092896,0.30000001192092896,tap functions,COMMON
25,1,1,41,-0.20000000298023224,0.20000000298023224,glare,COMMON
25,1,2,52,-0.10000000149011612,0.10000000149011612,sun,COMMON
26,1,1,12,0.0,0.0,Thanks,COMMON
27,1,1,84,0.20000000298023224,0.20000000298023224,light,COMMON
27,1,2,45,0.4000000059604645,0.4000000059604645,E-reader,COMMON
27,1,3,34,0.0,0.0,Paperwhite,PROPER
27,1,4,65,0.8999999761581421,0.8999999761581421,part,COMMON
27,1,5,98,0.0,0.0,anywhere,COMMON
28,1,1,16,0.0,0.0,kindle,COMMON
28,1,2,217,0.0,0.0,features,COMMON
28,1,3,62,0.10000000149011612,0.10000000149011612,paperwhite,COMMON
28,1,4,103,0.6000000238418579,0.6000000238418579,size,COMMON
28,1,5,263,0.0,0.0,anyone,COMMON
28,1,6,251,0.8999999761581421,0.8999999761581421,e-reader,COMMON
28,1,7,174,0.0,0.0,purse,COMMON
29,1,1,87,0.0,0.0,color,COMMON
29,1,2,26,0.699999988079071,0.699999988079071,storage,COMMON
29,1,3,60,0.0,0.0,storage,COMMON
29,1,4,40,0.0,0.0,iPad,PROPER
29,1,4,98,0.0,0.0,iPad,PROPER
29,1,5,124,0.0,0.0,weight,COMMON
29,1,6,141,0.800000011920929,0.800000011920929,size,COMMON
30,1,1,28,0.8999999761581421,0.8999999761581421,feel,COMMON
30,1,2,45,0.10000000149011612,0.10000000149011612,Kindle,PROPER
30,1,2,110,0.0,0.0,Kindle,PROPER
30,1,3,70,0.20000000298023224,0.20000000298023224,light,COMMON
30,1,4,206,0.0,0.0,light,COMMON
30,1,5,182,-0.30000001192092896,0.30000001192092896,advantage,COMMON
30,1,6,216,0.10000000149011612,0.10000000149011612,night reading,COMMON
30,1,7,241,0.0,0.0,touch screen,COMMON
30,1,8,303,0.0,0.0,books,COMMON
31,1,1,0,0.0,0.0,Gift,COMMON
32,1,1,10,0.0,0.0,kindle,COMMON
32,1,2,53,0.5,0.5,battery life,COMMON
33,1,1,20,0.30000001192092896,0.30000001192092896,background,COMMON
33,1,2,49,-0.6000000238418579,0.6000000238418579,books,COMMON
33,1,3,76,0.0,0.0,ones,COMMON
33,1,4,176,0.0,0.0,list,COMMON
33,1,5,125,0.8999999761581421,0.8999999761581421,way,COMMON
33,1,6,227,0.0,0.0,order,COMMON
33,1,7,236,0.0,0.0,author,COMMON
33,1,8,322,0.0,0.0,battery,COMMON
33,1,9,155,0.0,0.0,Kindle,PROPER
33,1,10,199,0.0,0.0,archive books,COMMON
33,1,11,337,0.0,0.0,old one,COMMON
33,1,12,291,0.0,0.0,book,COMMON
34,1,1,8,0.8999999761581421,0.8999999761581421,kindle,COMMON
34,1,2,16,-0.4000000059604645,0.4000000059604645,Ive,PROPER
34,1,3,122,-0.4000000059604645,0.4000000059604645,purses,COMMON
34,1,4,101,0.0,0.0,book,COMMON
34,1,5,170,0.0,0.0,anywhere,COMMON
34,1,6,165,0.0,0.0,book,COMMON
35,1,1,19,0.0,0.0,Kindle,PROPER
35,1,1,268,-0.10000000149011612,0.10000000149011612,Kindle,PROPER
35,1,1,381,-0.6000000238418579,0.6000000238418579,Kindle,PROPER
35,1,2,55,0.0,0.0,light,COMMON
35,1,3,159,-0.8999999761581421,0.8999999761581421,negative,COMMON
35,1,3,171,-0.699999988079071,0.699999988079071,lack,COMMON
35,1,4,539,0.0,0.0,Japanese,PROPER
35,1,4,710,0.0,0.0,Japanese,PROPER
35,1,5,105,0.800000011920929,0.800000011920929,source,COMMON
35,1,6,92,0.0,0.0,add,COMMON
35,1,7,220,-0.20000000298023224,0.20000000298023224,learning curve,COMMON
35,1,8,746,0.0,0.0,posting,COMMON
35,1,9,810,-0.20000000298023224,0.20000000298023224,Someone,COMMON
35,1,10,140,0.10000000149011612,0.10000000149011612,light,COMMON
35,1,11,182,-0.30000001192092896,0.30000001192092896,operation manual,COMMON
35,1,12,322,0.0,0.0,books,COMMON
35,1,13,424,-0.4000000059604645,0.4000000059604645,manual,COMMON
35,1,14,355,-0.20000000298023224,0.20000000298023224,same,COMMON
35,1,15,464,0.0,0.0,paper,COMMON
35,1,16,336,0.0,0.0,library,COMMON
35,1,17,283,-0.8999999761581421,0.8999999761581421,differences,COMMON
35,1,18,506,0.0,0.0,language,COMMON
35,1,19,528,0.0,0.0,English,PROPER
35,1,19,673,0.0,0.0,English,PROPER
35,1,19,801,0.0,0.0,English,PROPER
35,1,20,569,-0.20000000298023224,0.20000000298023224,problem,COMMON
35,1,21,497,0.0,0.0,time,COMMON
35,1,22,777,0.0,0.0,steps,COMMON
35,1,23,845,-0.6000000238418579,0.6000000238418579,ass,COMMON
35,1,24,894,-0.10000000149011612,0.10000000149011612,possibility,COMMON
35,1,25,917,0.0,0.0,support,COMMON
35,1,26,945,0.0,0.0,area,COMMON
35,1,27,821,0.0,0.0,Amazon,PROPER
35,1,27,930,0.0,0.0,Amazon,PROPER
35,1,28,876,-0.10000000149011612,0.10000000149011612,solution,COMMON
35,1,29,586,-0.10000000149011612,0.10000000149011612,settings instructions,COMMON
35,1,30,625,0.0,0.0,Japanese,PROPER
35,1,31,641,-0.10000000149011612,0.10000000149011612,directions,COMMON
36,1,1,20,0.0,0.0,wiifi,COMMON
36,1,2,41,0.10000000149011612,0.10000000149011612,software,COMMON
36,1,3,101,-0.8999999761581421,0.8999999761581421,Thing,COMMON
36,1,4,93,0.0,0.0,avail,COMMON
37,1,1,17,0.8999999761581421,0.8999999761581421,kindle,COMMON
37,1,2,38,-0.800000011920929,0.800000011920929,readers,COMMON
37,1,3,99,0.20000000298023224,0.20000000298023224,reader,COMMON
37,1,4,74,0.0,0.0,books,COMMON
37,1,5,119,0.8999999761581421,0.8999999761581421,eyestrain,COMMON
40,1,1,9,0.800000011920929,0.800000011920929,books,COMMON
41,1,1,6,0.0,0.0,weight,COMMON
43,1,1,8,0.8999999761581421,0.8999999761581421,Paperwhite,COMMON
43,1,2,102,-0.20000000298023224,0.20000000298023224,battery,COMMON
43,1,3,150,0.0,0.0,ads,COMMON
44,1,1,19,-0.10000000149011612,0.10000000149011612,generation,COMMON
44,1,2,8,0.0,0.0,Kindle,PROPER
44,1,3,199,-0.8999999761581421,0.8999999761581421,motion,COMMON
44,1,4,100,-0.20000000298023224,0.20000000298023224,thing,COMMON
44,1,5,133,0.0,0.0,one,COMMON
44,1,6,154,0.699999988079071,0.699999988079071,page,COMMON
44,1,7,281,-0.10000000149011612,0.10000000149011612,one,COMMON
44,1,8,254,-0.10000000149011612,0.10000000149011612,thing,COMMON
44,1,9,167,0.0,0.0,buttons,COMMON
44,1,10,315,0.0,0.0,dark,COMMON
44,1,11,242,0.0,0.0,one,COMMON
44,1,12,225,-0.10000000149011612,0.10000000149011612,pages,COMMON
46,1,1,12,0.699999988079071,0.699999988079071,device,COMMON
46,1,2,43,0.20000000298023224,0.20000000298023224,kindle,COMMON
46,1,3,112,0.20000000298023224,0.20000000298023224,job,COMMON
46,1,4,86,0.20000000298023224,0.20000000298023224,whistles,COMMON
46,1,5,76,0.0,0.0,bells,COMMON
46,1,6,191,0.0,0.0,reading,COMMON
46,1,7,205,0.8999999761581421,0.8999999761581421,Job,COMMON
46,1,8,210,0.10000000149011612,0.10000000149011612,thanks,COMMON
46,1,9,141,0.0,0.0,battery life,COMMON
47,1,1,5,0.800000011920929,0.800000011920929,set-up,COMMON
47,1,2,21,0.8999999761581421,0.8999999761581421,size,COMMON
47,1,3,38,-0.8999999761581421,0.8999999761581421,subway trains,COMMON
48,1,1,4,-0.20000000298023224,0.20000000298023224,product,COMMON
48,1,2,56,-0.5,0.5,tech support,COMMON
48,1,3,43,-0.8999999761581421,0.8999999761581421,language,COMMON
48,1,4,93,-0.30000001192092896,0.30000001192092896,problem,COMMON
48,1,5,128,0.0,0.0,item,COMMON
49,1,1,4,-0.8999999761581421,0.8999999761581421,menu,COMMON
49,1,2,56,0.4000000059604645,0.4000000059604645,screen,COMMON
50,1,1,5,0.8999999761581421,0.8999999761581421,model,COMMON
51,1,1,10,0.8999999761581421,0.8999999761581421,kindle,COMMON
53,1,1,21,0.800000011920929,0.800000011920929,part,COMMON
53,1,2,0,0.30000001192092896,0.30000001192092896,Size,COMMON
53,1,3,51,0.0,0.0,stars,COMMON
53,1,4,233,-0.10000000149011612,0.10000000149011612,videos,COMMON
53,1,4,263,0.10000000149011612,0.10000000149011612,videos,COMMON
53,1,5,107,0.0,0.0,anything,COMMON
53,1,6,328,0.0,0.0,page,COMMON
53,1,7,251,0.0,0.0,device,COMMON
53,1,8,304,0.0,0.0,thing,COMMON
53,1,9,94,0.0,0.0,page,COMMON
53,1,10,432,0.0,0.0,way,COMMON
53,1,11,282,0.0,0.0,Kindle,PROPER
54,1,1,25,0.0,0.0,reader,COMMON
55,1,1,21,0.0,0.0,display size,COMMON
55,1,2,130,0.0,0.0,scientists,COMMON
55,1,3,161,0.0,0.0,readers,COMMON
55,1,4,199,0.0,0.0,display,COMMON
55,1,5,142,0.0,0.0,students,COMMON
55,1,6,123,0.0,0.0,lot,COMMON
56,1,1,4,-0.8999999761581421,0.8999999761581421,battery,COMMON
56,1,2,106,0.0,0.0,device,COMMON
56,1,3,121,0.0,0.0,library,COMMON
56,1,4,70,-0.30000001192092896,0.30000001192092896,trouble,COMMON
56,1,5,153,0.0,0.0,one,COMMON
57,1,1,61,0.0,0.0,more,COMMON
57,1,2,41,0.0,0.0,everywhere,COMMON
57,1,3,114,-0.20000000298023224,0.20000000298023224,breeze,COMMON
57,1,4,125,0.0,0.0,reading,COMMON
57,1,5,136,0.0,0.0,bed,COMMON
57,1,6,83,-0.20000000298023224,0.20000000298023224,Doctor office,COMMON
57,1,7,183,0.20000000298023224,0.20000000298023224,dictionary,COMMON
57,1,8,200,0.0,0.0,fingertip,COMMON
57,1,9,226,0.8999999761581421,0.8999999761581421,back light,COMMON
57,1,10,295,0.0,0.0,Battery life,COMMON
57,1,11,338,0.0,0.0,prime,COMMON
57,1,12,359,0.0,0.0,books,COMMON
57,1,13,241,0.800000011920929,0.800000011920929,font sizes,COMMON
58,1,1,5,0.8999999761581421,0.8999999761581421,thing,COMMON
58,1,2,169,0.0,0.0,shelf space,COMMON
58,1,2,202,0.8999999761581421,0.8999999761581421,remedy,COMMON
58,1,3,72,0.0,0.0,book,COMMON
58,1,4,39,0.800000011920929,0.800000011920929,weight,COMMON
58,1,5,328,-0.20000000298023224,0.20000000298023224,charge,COMMON
58,1,6,134,0.0,0.0,pages,COMMON
58,1,7,90,0.0,0.0,computer screen,COMMON
58,1,8,261,-0.6000000238418579,0.6000000238418579,downsides,COMMON
58,1,9,215,-0.20000000298023224,0.20000000298023224,e-books,COMMON
58,1,10,511,0.4000000059604645,0.4000000059604645,gadget,COMMON
58,1,11,380,-0.20000000298023224,0.20000000298023224,kind,COMMON
58,1,12,388,0.10000000149011612,0.10000000149011612,bag,COMMON
59,1,1,9,0.8999999761581421,0.8999999761581421,choice,COMMON
60,1,1,25,-0.30000001192092896,0.30000001192092896,stars,COMMON
60,1,2,4,-0.10000000149011612,0.10000000149011612,star,COMMON
60,1,3,40,0.0,0.0,option,COMMON
60,1,4,56,0.5,0.5,dogshit replacement,COMMON
60,1,5,168,0.10000000149011612,0.10000000149011612,pages,COMMON
60,1,6,116,0.0,0.0,buttons,COMMON
60,1,7,132,0.0,0.0,sides,COMMON
60,1,8,241,-0.8999999761581421,0.8999999761581421,everything,COMMON
60,1,9,100,0.8999999761581421,0.8999999761581421,Kindle,PROPER
60,1,10,329,0.0,0.0,price,COMMON
60,1,11,374,-0.8999999761581421,0.8999999761581421,hate,COMMON
60,1,12,357,-0.5,0.5,trash,COMMON
60,1,13,337,-0.6000000238418579,0.6000000238418579,Garbage,PROPER
60,1,14,281,0.0,0.0,sale,COMMON
61,1,1,19,0.10000000149011612,0.10000000149011612,price,COMMON
61,1,2,29,0.0,0.0,reason,COMMON
61,1,3,58,0.0,0.0,ebook,COMMON
62,1,1,17,0.0,0.0,reader,COMMON
62,1,2,37,-0.10000000149011612,0.10000000149011612,things,COMMON
62,1,3,135,-0.20000000298023224,0.20000000298023224,concern,COMMON
62,1,4,120,0.8999999761581421,0.8999999761581421,battery,COMMON
62,1,5,187,-0.699999988079071,0.699999988079071,finger,COMMON
62,1,6,249,-0.20000000298023224,0.20000000298023224,operation,COMMON
62,1,7,231,0.0,0.0,page turn,COMMON
62,1,8,288,0.0,0.0,touch screen issues,COMMON
62,1,9,205,-0.20000000298023224,0.20000000298023224,page,COMMON
63,1,1,22,0.0,0.0,Kindle,PROPER
63,1,1,219,0.4000000059604645,0.4000000059604645,Kindle,PROPER
63,1,2,51,0.0,0.0,edge,COMMON
63,1,3,149,-0.699999988079071,0.699999988079071,books,COMMON
63,1,4,79,0.0,0.0,library book,COMMON
63,1,5,121,0.0,0.0,town,COMMON
63,1,6,158,0.0,0.0,trips,COMMON
63,1,7,239,0.0,0.0,everywhere,COMMON
63,1,8,268,0.10000000149011612,0.10000000149011612,pages,COMMON
63,1,9,399,0.0,0.0,sweetie,COMMON
63,1,10,440,0.0,0.0,middle,COMMON
63,1,11,307,0.0,0.0,appointments,COMMON
63,1,12,324,0.0,0.0,transit,COMMON
63,1,13,340,0.0,0.0,performances,COMMON
64,1,1,10,0.800000011920929,0.800000011920929,Reader,COMMON
65,1,1,8,0.8999999761581421,0.8999999761581421,kindle,COMMON
65,1,2,96,0.0,0.0,books,COMMON
66,1,1,15,0.8999999761581421,0.8999999761581421,clarity,COMMON
66,1,2,47,0.0,0.0,charge,COMMON
66,1,3,24,0.20000000298023224,0.20000000298023224,functions,COMMON
66,1,4,72,0.0,0.0,use,COMMON
67,1,1,14,0.8999999761581421,0.8999999761581421,way,COMMON
67,1,2,40,0.0,0.0,books,COMMON
68,1,1,126,0.8999999761581421,0.8999999761581421,way,COMMON
68,1,2,40,0.0,0.0,novel,COMMON
68,1,3,70,0.0,0.0,pleasure,COMMON
68,1,4,155,0.0,0.0,type,COMMON
68,1,5,141,0.0,0.0,access,COMMON
68,1,6,53,0.0,0.0,Kindle,PROPER
68,1,7,163,0.0,0.0,reading,COMMON
69,1,1,8,0.8999999761581421,0.8999999761581421,e reader,COMMON
70,1,1,11,0.0,0.0,replacement,COMMON
70,1,2,38,0.0,0.0,version,COMMON
70,1,3,83,0.0,0.0,one,COMMON
70,1,4,57,0.5,0.5,Amazon,PROPER
70,1,5,136,-0.20000000298023224,0.20000000298023224,learning curve,COMMON
70,1,6,125,0.0,0.0,Kindle,PROPER
70,1,7,108,0.8999999761581421,0.8999999761581421,deal,COMMON
71,1,1,14,0.0,0.0,gift,COMMON
71,1,2,31,0.0,0.0,love,COMMON
72,1,1,0,0.699999988079071,0.699999988079071,Works,COMMON
74,1,1,4,0.20000000298023224,0.20000000298023224,paperwhite,COMMON
74,1,2,29,0.699999988079071,0.699999988079071,Kindle,PROPER
74,1,3,36,0.20000000298023224,0.20000000298023224,improvement,COMMON
75,1,1,21,0.0,0.0,son,COMMON
75,1,2,5,0.8999999761581421,0.8999999761581421,purchase,COMMON
76,1,1,15,0.0,0.0,needs,COMMON
77,1,1,29,0.0,0.0,bit,COMMON
77,1,2,73,0.0,0.0,limitation,COMMON
77,1,3,91,0.0,0.0,screen type,COMMON
77,1,4,47,0.0,0.0,menus,COMMON
77,1,5,126,0.0,0.0,words,COMMON
77,1,6,168,0.0,0.0,game changer,COMMON
77,1,7,201,0.0,0.0,books,COMMON
77,1,8,152,0.0,0.0,page,COMMON
77,1,9,216,0.0,0.0,ereader,COMMON
